Fragment,Count,Time (ms),Size (bytes)
Cross.table-name-medicinalproductcontraindications,3,10,0
Cross.table-name-medicinalproductcontraindications-json,3,24,0
Cross.table-name-medicinalproductcontraindications-xml,3,39,0
Cross.table-name-medicinalproductindications,3,20,0
Cross.table-name-medicinalproductindications-json,3,50,0
Cross.table-name-medicinalproductindications-xml,3,80,0
Cross.table-name-medicinalproductingredients,3,21,0
Cross.table-name-medicinalproductingredients-json,3,51,0
Cross.table-name-medicinalproductingredients-xml,3,78,0
Cross.table-name-medicinalproductinteractions,3,20,0
Cross.table-name-medicinalproductinteractions-json,3,41,0
Cross.table-name-medicinalproductinteractions-xml,3,71,0
Cross.table-name-medicinalproductmanufactureds,3,20,0
Cross.table-name-medicinalproductmanufactureds-json,3,50,0
Cross.table-name-medicinalproductmanufactureds-xml,3,82,0
Cross.table-name-medicinalproductpackageds,3,24,0
Cross.table-name-medicinalproductpackageds-json,3,75,0
Cross.table-name-medicinalproductpackageds-xml,3,110,0
Cross.table-name-medicinalproductpharmaceuticals,3,11,0
Cross.table-name-medicinalproductpharmaceuticals-json,3,33,0
Cross.table-name-medicinalproductpharmaceuticals-xml,3,50,0
Cross.table-name-medicinalproducts,3,10,0
Cross.table-name-medicinalproducts-json,3,26,0
Cross.table-name-medicinalproducts-xml,3,41,0
Cross.table-name-medicinalproductundesirableeffects,3,13,0
Cross.table-name-medicinalproductundesirableeffects-json,3,32,0
Cross.table-name-medicinalproductundesirableeffects-xml,3,52,0
Cross.table-name-messagedefinitions,3,26,0
Cross.table-name-messagedefinitions-json,3,68,0
Cross.table-name-messagedefinitions-xml,3,110,0
Cross.table-name-messageheaders,3,19,0
Cross.table-name-messageheaders-json,3,48,0
Cross.table-name-messageheaders-xml,3,75,0
Cross.table-name-molecularsequences,3,11,0
Cross.table-name-molecularsequences-json,3,29,0
Cross.table-name-molecularsequences-xml,3,47,0
Cross.table-name-namingsystems,3,11,0
Cross.table-name-namingsystems-json,3,31,0
Cross.table-name-namingsystems-xml,3,55,0
Cross.table-name-nutritionorders,3,17,0
Cross.table-name-nutritionorders-json,3,44,0
Cross.table-name-nutritionorders-xml,3,69,0
Cross.table-name-observationdefinitions,3,18,0
Cross.table-name-observationdefinitions-json,3,48,0
Cross.table-name-observationdefinitions-xml,3,89,0
Cross.table-name-observations,3,26,423
Cross.table-name-observations-json,3,56,438
Cross.table-name-observations-xml,3,96,435
Cross.table-name-operationdefinitions,3,13,0
Cross.table-name-operationdefinitions-json,3,29,0
Cross.table-name-operationdefinitions-xml,3,46,0
Cross.table-name-operationoutcomes,3,11,0
Cross.table-name-operationoutcomes-json,3,31,0
Cross.table-name-operationoutcomes-xml,3,47,0
Cross.table-name-organizationaffiliations,3,16,0
Cross.table-name-organizationaffiliations-json,3,40,0
Cross.table-name-organizationaffiliations-xml,3,72,0
Cross.table-name-organizations,3,22,0
Cross.table-name-organizations-json,3,52,0
Cross.table-name-organizations-xml,3,81,0
Cross.table-name-parameters,3,21,0
Cross.table-name-parameters-json,3,54,0
Cross.table-name-parameters-xml,3,85,0
Cross.table-name-patients,3,12,387
Cross.table-name-patients-json,3,32,402
Cross.table-name-patients-xml,3,50,399
Cross.table-name-paymentnotices,3,26,0
Cross.table-name-paymentnotices-json,3,55,0
Cross.table-name-paymentnotices-xml,3,85,0
Cross.table-name-paymentreconciliations,3,22,0
Cross.table-name-paymentreconciliations-json,3,50,0
Cross.table-name-paymentreconciliations-xml,3,76,0
Cross.table-name-people,3,19,0
Cross.table-name-people-json,3,50,0
Cross.table-name-people-xml,3,76,0
Cross.table-name-plandefinitions,3,24,0
Cross.table-name-plandefinitions-json,3,52,0
Cross.table-name-plandefinitions-xml,3,87,0
Cross.table-name-practitionerroles,3,19,0
Cross.table-name-practitionerroles-json,3,45,0
Cross.table-name-practitionerroles-xml,3,72,0
Cross.table-name-practitioners,3,19,0
Cross.table-name-practitioners-json,3,45,0
Cross.table-name-practitioners-xml,3,66,0
Cross.table-name-procedures,3,20,0
Cross.table-name-procedures-json,3,49,0
Cross.table-name-procedures-xml,3,77,0
Cross.table-name-provenances,3,13,0
Cross.table-name-provenances-json,3,38,0
Cross.table-name-provenances-xml,3,59,0
Cross.table-name-questionnaireresponses,3,24,0
Cross.table-name-questionnaireresponses-json,3,45,0
Cross.table-name-questionnaireresponses-xml,3,73,0
Cross.table-name-questionnaires,3,14,498
Cross.table-name-questionnaires-json,3,31,513
Cross.table-name-questionnaires-xml,3,53,510
Cross.table-name-relatedpeople,3,18,0
Cross.table-name-relatedpeople-json,3,44,0
Cross.table-name-relatedpeople-xml,3,64,0
Cross.table-name-requestgroups,3,16,0
Cross.table-name-requestgroups-json,3,39,0
Cross.table-name-requestgroups-xml,3,61,0
Cross.table-name-requirements,3,23,0
Cross.table-name-requirements-json,3,51,0
Cross.table-name-requirements-xml,3,64,0
Cross.table-name-researchdefinitions,3,19,0
Cross.table-name-researchdefinitions-json,3,124,0
Cross.table-name-researchdefinitions-xml,3,159,0
Cross.table-name-researchelementdefinitions,3,19,0
Cross.table-name-researchelementdefinitions-json,3,43,0
Cross.table-name-researchelementdefinitions-xml,3,66,0
Cross.table-name-researchstudies,3,18,0
Cross.table-name-researchstudies-json,3,35,0
Cross.table-name-researchstudies-xml,3,58,0
Cross.table-name-researchsubjects,3,22,0
Cross.table-name-researchsubjects-json,3,52,0
Cross.table-name-researchsubjects-xml,3,84,0
Cross.table-name-riskassessments,3,20,0
Cross.table-name-riskassessments-json,3,50,0
Cross.table-name-riskassessments-xml,3,84,0
Cross.table-name-riskevidencesyntheses,3,23,0
Cross.table-name-riskevidencesyntheses-json,3,55,0
Cross.table-name-riskevidencesyntheses-xml,3,83,0
Cross.table-name-schedules,3,14,0
Cross.table-name-schedules-json,3,40,0
Cross.table-name-schedules-xml,3,65,0
Cross.table-name-searchparameters,3,13,0
Cross.table-name-searchparameters-json,3,33,0
Cross.table-name-searchparameters-xml,3,49,0
Cross.table-name-servicerequests,3,18,0
Cross.table-name-servicerequests-json,3,49,0
Cross.table-name-servicerequests-xml,3,68,0
Cross.table-name-slots,3,23,0
Cross.table-name-slots-json,3,55,0
Cross.table-name-slots-xml,3,89,0
Cross.table-name-specimen,3,18,0
Cross.table-name-specimen-json,3,43,0
Cross.table-name-specimen-xml,3,62,0
Cross.table-name-specimendefinitions,3,21,0
Cross.table-name-specimendefinitions-json,3,50,0
Cross.table-name-specimendefinitions-xml,3,80,0
Cross.table-name-structuredefinitions,3,16,2436
Cross.table-name-structuredefinitions-json,3,35,2511
Cross.table-name-structuredefinitions-xml,3,52,2496
Cross.table-name-structuremaps,3,19,0
Cross.table-name-structuremaps-json,3,48,0
Cross.table-name-structuremaps-xml,3,82,0
Cross.table-name-subscriptions,3,17,0
Cross.table-name-subscriptions-json,3,42,0
Cross.table-name-subscriptions-xml,3,73,0
Cross.table-name-subscriptiontopics,3,19,0
Cross.table-name-subscriptiontopics-json,3,45,0
Cross.table-name-subscriptiontopics-xml,3,74,0
Cross.table-name-substancenucleicacids,3,20,0
Cross.table-name-substancenucleicacids-json,3,49,0
Cross.table-name-substancenucleicacids-xml,3,80,0
Cross.table-name-substancepolymers,3,21,0
Cross.table-name-substancepolymers-json,3,48,0
Cross.table-name-substancepolymers-xml,3,75,0
Cross.table-name-substanceproteins,3,17,0
Cross.table-name-substanceproteins-json,3,42,0
Cross.table-name-substanceproteins-xml,3,74,0
Cross.table-name-substancereferenceinformations,3,17,0
Cross.table-name-substancereferenceinformations-json,3,38,0
Cross.table-name-substancereferenceinformations-xml,3,67,0
Cross.table-name-substances,3,19,0
Cross.table-name-substances-json,3,40,0
Cross.table-name-substances-xml,3,58,0
Cross.table-name-substancesourcematerials,3,18,0
Cross.table-name-substancesourcematerials-json,3,43,0
Cross.table-name-substancesourcematerials-xml,3,65,0
Cross.table-name-substancespecifications,3,13,0
Cross.table-name-substancespecifications-json,3,32,0
Cross.table-name-substancespecifications-xml,3,55,0
Cross.table-name-supplydeliveries,3,24,0
Cross.table-name-supplydeliveries-json,3,54,0
Cross.table-name-supplydeliveries-xml,3,80,0
Cross.table-name-supplyrequests,3,16,0
Cross.table-name-supplyrequests-json,3,35,0
Cross.table-name-supplyrequests-xml,3,56,0
Cross.table-name-tasks,3,15,0
Cross.table-name-tasks-json,3,37,0
Cross.table-name-tasks-xml,3,58,0
Cross.table-name-terminologycapabilities,3,15,0
Cross.table-name-terminologycapabilities-json,3,36,0
Cross.table-name-terminologycapabilities-xml,3,60,0
Cross.table-name-testplans,3,14,0
Cross.table-name-testplans-json,3,32,0
Cross.table-name-testplans-xml,3,49,0
Cross.table-name-testreports,3,21,0
Cross.table-name-testreports-json,3,50,0
Cross.table-name-testreports-xml,3,75,0
Cross.table-name-testscripts,3,18,0
Cross.table-name-testscripts-json,3,43,0
Cross.table-name-testscripts-xml,3,75,0
Cross.table-name-valuesets,3,14,831
Cross.table-name-valuesets-json,3,28,861
Cross.table-name-valuesets-xml,3,40,855
Cross.table-name-verificationresults,3,16,0
Cross.table-name-verificationresults-json,3,39,0
Cross.table-name-verificationresults-xml,3,66,0
Cross.table-name-visionprescriptions,3,12,0
Cross.table-name-visionprescriptions-json,3,33,0
Cross.table-name-visionprescriptions-xml,3,52,0
Cross.table-namingsystems,3,18,0
Cross.table-namingsystems-json,3,42,0
Cross.table-namingsystems-xml,3,63,0
Cross.table-nutritionorders,3,19,0
Cross.table-nutritionorders-json,3,51,0
Cross.table-nutritionorders-xml,3,83,0
Cross.table-observationdefinitions,3,25,0
Cross.table-observationdefinitions-json,3,53,0
Cross.table-observationdefinitions-xml,3,77,0
Cross.table-observations,3,24,423
Cross.table-observations-json,3,54,438
Cross.table-observations-xml,3,90,435
Cross.table-operationdefinitions,3,14,0
Cross.table-operationdefinitions-json,3,33,0
Cross.table-operationdefinitions-xml,3,48,0
Cross.table-operationoutcomes,3,16,0
Cross.table-operationoutcomes-json,3,37,0
Cross.table-operationoutcomes-xml,3,55,0
Cross.table-organizationaffiliations,3,17,0
Cross.table-organizationaffiliations-json,3,50,0
Cross.table-organizationaffiliations-xml,3,85,0
Cross.table-organizations,3,23,0
Cross.table-organizations-json,3,52,0
Cross.table-organizations-xml,3,81,0
Cross.table-parameters,3,18,0
Cross.table-parameters-json,3,50,0
Cross.table-parameters-xml,3,77,0
Cross.table-patients,3,20,387
Cross.table-patients-json,3,45,402
Cross.table-patients-xml,3,71,399
Cross.table-paymentnotices,3,19,0
Cross.table-paymentnotices-json,3,46,0
Cross.table-paymentnotices-xml,3,74,0
Cross.table-paymentreconciliations,3,20,0
Cross.table-paymentreconciliations-json,3,46,0
Cross.table-paymentreconciliations-xml,3,78,0
Cross.table-people,3,20,0
Cross.table-people-json,3,54,0
Cross.table-people-xml,3,87,0
Cross.table-plandefinitions,3,12,0
Cross.table-plandefinitions-json,3,32,0
Cross.table-plandefinitions-xml,3,52,0
Cross.table-practitionerroles,3,13,0
Cross.table-practitionerroles-json,3,38,0
Cross.table-practitionerroles-xml,3,60,0
Cross.table-practitioners,3,14,0
Cross.table-practitioners-json,3,37,0
Cross.table-practitioners-xml,3,61,0
Cross.table-procedures,3,17,0
Cross.table-procedures-json,3,42,0
Cross.table-procedures-xml,3,64,0
Cross.table-profiles,3,17,1518
Cross.table-profiles-mm,3,38,2445
Cross.table-provenances,3,12,0
Cross.table-provenances-json,3,26,0
Cross.table-provenances-xml,3,45,0
Cross.table-questionnaireresponses,3,13,0
Cross.table-questionnaireresponses-json,3,31,0
Cross.table-questionnaireresponses-xml,3,56,0
Cross.table-questionnaires,3,13,498
Cross.table-questionnaires-json,3,31,513
Cross.table-questionnaires-xml,3,49,510
Cross.table-relatedpeople,3,18,0
Cross.table-relatedpeople-json,3,43,0
Cross.table-relatedpeople-xml,3,65,0
Cross.table-requestgroups,3,16,0
Cross.table-requestgroups-json,3,35,0
Cross.table-requestgroups-xml,3,59,0
Cross.table-requirements,3,13,0
Cross.table-requirements-json,3,32,0
Cross.table-requirements-xml,3,51,0
Cross.table-researchdefinitions,3,18,0
Cross.table-researchdefinitions-json,3,42,0
Cross.table-researchdefinitions-xml,3,66,0
Cross.table-researchelementdefinitions,3,20,0
Cross.table-researchelementdefinitions-json,3,44,0
Cross.table-researchelementdefinitions-xml,3,71,0
Cross.table-researchstudies,3,9,0
Cross.table-researchstudies-json,3,28,0
Cross.table-researchstudies-xml,3,45,0
Cross.table-researchsubjects,3,22,0
Cross.table-researchsubjects-json,3,52,0
Cross.table-researchsubjects-xml,3,80,0
Cross.table-riskassessments,3,14,0
Cross.table-riskassessments-json,3,47,0
Cross.table-riskassessments-xml,3,86,0
Cross.table-riskevidencesyntheses,3,17,0
Cross.table-riskevidencesyntheses-json,3,44,0
Cross.table-riskevidencesyntheses-xml,3,74,0
Cross.table-schedules,3,10,0
Cross.table-schedules-json,3,30,0
Cross.table-schedules-xml,3,47,0
Cross.table-searchparameters,3,13,0
Cross.table-searchparameters-json,3,30,0
Cross.table-searchparameters-xml,3,48,0
Cross.table-servicerequests,3,17,0
Cross.table-servicerequests-json,3,45,0
Cross.table-servicerequests-xml,3,70,0
Cross.table-slots,3,18,0
Cross.table-slots-json,3,40,0
Cross.table-slots-xml,3,70,0
Cross.table-specimen,3,13,0
Cross.table-specimen-json,3,32,0
Cross.table-specimen-xml,3,48,0
Cross.table-specimendefinitions,3,21,0
Cross.table-specimendefinitions-json,3,48,0
Cross.table-specimendefinitions-xml,3,73,0
Cross.table-structuredefinitions,3,16,2436
Cross.table-structuredefinitions-json,3,31,2511
Cross.table-structuredefinitions-xml,3,49,2496
Cross.table-structuremaps,3,18,0
Cross.table-structuremaps-json,3,44,0
Cross.table-structuremaps-xml,3,67,0
Cross.table-subscriptions,3,21,0
Cross.table-subscriptions-json,3,46,0
Cross.table-subscriptions-xml,3,84,0
Cross.table-subscriptiontopics,3,23,0
Cross.table-subscriptiontopics-json,3,54,0
Cross.table-subscriptiontopics-xml,3,85,0
Cross.table-substancenucleicacids,3,12,0
Cross.table-substancenucleicacids-json,3,29,0
Cross.table-substancenucleicacids-xml,3,48,0
Cross.table-substancepolymers,3,22,0
Cross.table-substancepolymers-json,3,58,0
Cross.table-substancepolymers-xml,3,93,0
Cross.table-substanceproteins,3,17,0
Cross.table-substanceproteins-json,3,37,0
Cross.table-substanceproteins-xml,3,65,0
Cross.table-substancereferenceinformations,3,19,0
Cross.table-substancereferenceinformations-json,3,43,0
Cross.table-substancereferenceinformations-xml,3,65,0
Cross.table-substances,3,22,0
Cross.table-substances-json,3,45,0
Cross.table-substances-xml,3,62,0
Cross.table-substancesourcematerials,3,19,0
Cross.table-substancesourcematerials-json,3,44,0
Cross.table-substancesourcematerials-xml,3,71,0
Cross.table-substancespecifications,3,13,0
Cross.table-substancespecifications-json,3,31,0
Cross.table-substancespecifications-xml,3,48,0
Cross.table-supplydeliveries,3,16,0
Cross.table-supplydeliveries-json,3,40,0
Cross.table-supplydeliveries-xml,3,70,0
Cross.table-supplyrequests,3,13,0
Cross.table-supplyrequests-json,3,39,0
Cross.table-supplyrequests-xml,3,62,0
Cross.table-tasks,3,15,0
Cross.table-tasks-json,3,31,0
Cross.table-tasks-xml,3,53,0
Cross.table-terminologycapabilities,3,14,0
Cross.table-terminologycapabilities-json,3,41,0
Cross.table-terminologycapabilities-xml,3,61,0
Cross.table-testplans,3,12,0
Cross.table-testplans-json,3,29,0
Cross.table-testplans-xml,3,50,0
Cross.table-testreports,3,20,0
Cross.table-testreports-json,3,50,0
Cross.table-testreports-xml,3,82,0
Cross.table-testscripts,3,28,0
Cross.table-testscripts-json,3,59,0
Cross.table-testscripts-xml,3,88,0
Cross.table-valuesets,3,15,831
Cross.table-valuesets-json,3,34,861
Cross.table-valuesets-xml,3,54,855
Cross.table-verificationresults,3,16,0
Cross.table-verificationresults-json,3,43,0
Cross.table-verificationresults-xml,3,66,0
Cross.table-visionprescriptions,3,15,0
Cross.table-visionprescriptions-json,3,34,0
Cross.table-visionprescriptions-xml,3,51,0
Cross.valueset-list,3,0,2160
Cross.valueset-ref-all-list,3,34,25392
Cross.valueset-ref-list,3,3,3768
File.file,72,5,124720
Questionnaire.dict,4,11440,26105
Questionnaire.form,4,25,21979
Questionnaire.links,4,1,427
Questionnaire.logic,4,6,48095
Questionnaire.responses,4,1,0
Questionnaire.summary,4,4,3883
Questionnaire.summary-table,4,3,3883
Questionnaire.tree,4,15,86251
Resource.contained-index,80,2,0
Resource.history,80,9,3596
Resource.html,80,203,686430
Resource.ip-statements,77,103,41265
Resource.json-html,80,826,10478902
Resource.maturity,77,4,8640
Resource.status,62,18,28564
Resource.ttl-html,80,649,12858407
Resource.validate,80,3,13784
Resource.xml-html,80,884,13273364
StructureDefinition.-typename,20,4,170
StructureDefinition.adl,40,59,0
StructureDefinition.changes,20,1,0
StructureDefinition.class-table,20,57,120988
StructureDefinition.crumbs,20,0,2620
StructureDefinition.ctxts,20,5,276
StructureDefinition.dict,20,624,2299834
StructureDefinition.dict-active,20,566,2273264
StructureDefinition.dict-diff,20,66,271543
StructureDefinition.dict-key,20,282,899570
StructureDefinition.dict-ms,20,94,306081
StructureDefinition.diff,40,392,994066
StructureDefinition.diff-bindings,40,185,351598
StructureDefinition.diff-obligations,80,189,107760
StructureDefinition.eview,40,3490,235050
StructureDefinition.example-list,20,4,1056
StructureDefinition.example-list-all,20,4,2640
StructureDefinition.example-table,20,1,1824
StructureDefinition.example-table-all,20,3,4556
StructureDefinition.expansion,20,1163,1508949
StructureDefinition.experimental-warning,20,1,6866
StructureDefinition.grid,20,52,140813
StructureDefinition.header,20,11,10333
StructureDefinition.inv,20,14,43241
StructureDefinition.inv-diff,20,5,2410
StructureDefinition.inv-key,20,14,41077
StructureDefinition.json-schema,20,0,1960
StructureDefinition.maps,20,454,1568282
StructureDefinition.other-versions,20,3,0
StructureDefinition.pseudo-json,20,55,365586
StructureDefinition.pseudo-ttl,20,1,1880
StructureDefinition.pseudo-xml,20,1,1820
StructureDefinition.sd-use-context,20,4,1996
StructureDefinition.search-params,20,2941,266439
StructureDefinition.shex,20,2,1820
StructureDefinition.snapshot,40,1338,4294790
StructureDefinition.snapshot-bindings,40,505,2394618
StructureDefinition.snapshot-by-key,40,652,1856728
StructureDefinition.snapshot-by-key-bindings,40,302,690130
StructureDefinition.snapshot-by-key-obligations,40,148,53880
